project_id,month,snapshot_date,physical_progress_pct,financial_progress_pct,cumulative_expenditure,revised_cost,cost_overrun_to_date_pct,revised_end_date,schedule_slip_months
PRJ-0092,March,2026-03-15,23.22,24.5,2602.88,10737.22,1.08,2033-08-25,10.88
PRJ-0092,April,2026-04-15,34.83,28.74,3052.84,10620.99,-0.02,2033-04-25,7.35
PRJ-0092,May,2026-05-15,46.44,56.22,5972.38,9905.64,-6.75,2032-10-25,0.88
PRJ-0092,June,2026-06-15,58.05,53.88,5723.99,12583.03,18.45,2033-05-25,8.5
PRJ-0092,July,2026-07-15,69.66,79.35,8428.7,8474.38,-20.22,2032-09-25,0.0
PRJ-0093,Feb,2026-02-15,1.75,3.33,66560.88,2242831.99,12.14,2035-12-13,16.69
PRJ-0093,March,2026-03-15,3.49,0.0,0.0,2197131.69,9.86,2035-11-13,16.36
PRJ-0093,April,2026-04-15,5.24,8.8,175909.68,2158601.42,7.93,2035-11-13,15.73
PRJ-0093,May,2026-05-15,6.99,1.25,25050.32,2060481.89,3.02,2035-06-13,10.71
PRJ-0093,June,2026-06-15,8.74,11.76,235155.27,2346666.22,17.33,2036-01-13,17.72
PRJ-0093,July,2026-07-15,10.48,12.07,241401.1,1854921.48,-7.25,2035-04-13,8.62
PRJ-0094,Feb,2026-02-15,14.02,10.67,251.84,3077.44,30.42,2030-02-27,22.37
PRJ-0094,March,2026-03-15,28.05,27.85,657.06,3080.34,30.55,2030-02-27,21.94
PRJ-0094,April,2026-04-15,42.07,41.85,987.52,2912.6,23.44,2029-07-27,15.07
PRJ-0094,May,2026-05-15,56.1,65.63,1548.66,2898.87,22.86,2029-05-27,13.14
PRJ-0094,June,2026-06-15,70.12,70.23,1657.03,4252.84,80.24,2030-08-27,27.66
PRJ-0094,July,2026-07-15,84.15,88.08,2078.3,2213.52,-6.19,2028-04-27,0.0
PRJ-0095,Feb,2026-02-15,15.42,12.2,129411.63,1602549.5,51.12,2037-06-16,26.05
PRJ-0095,March,2026-03-15,30.84,28.37,300827.15,1549373.1,46.11,2037-02-16,22.37
PRJ-0095,April,2026-04-15,46.26,47.14,499871.9,1494465.0,40.93,2037-01-16,21.24
PRJ-0095,May,2026-05-15,61.68,59.01,625737.79,1505886.67,42.01,2036-12-16,19.89
PRJ-0095,June,2026-06-15,77.1,76.09,806841.73,1642375.53,54.88,2037-03-16,23.44
PRJ-0095,July,2026-07-15,92.52,93.83,995018.71,1163292.92,9.7,2035-08-16,3.78
PRJ-0096,Feb,2026-02-15,1.72,6.51,50433.33,859819.34,10.98,2033-12-15,13.82
PRJ-0096,March,2026-03-15,3.45,0.0,0.0,849588.75,9.66,2033-12-15,14.36
PRJ-0096,April,2026-04-15,5.17,7.58,58699.58,829650.76,7.08,2033-11-15,12.5
PRJ-0096,May,2026-05-15,6.89,5.91,45779.96,841658.64,8.63,2033-11-15,12.9
PRJ-0096,June,2026-06-15,8.61,9.63,74590.87,897767.4,15.87,2034-04-15,18.31
PRJ-0096,July,2026-07-15,10.34,19.29,149475.99,765529.02,-1.19,2033-11-15,13.2
PRJ-0097,Feb,2026-02-15,31.95,32.98,180345.56,747949.31,36.76,2033-09-22,22.41
PRJ-0097,March,2026-03-15,63.9,64.58,353210.38,745060.23,36.23,2033-04-22,16.79
PRJ-0097,April,2026-04-15,95.85,99.72,545371.91,730074.72,33.49,2032-11-22,11.58
PRJ-0097,May,2026-05-15,100.0,100.0,546897.42,695991.23,27.26,2032-09-22,10.27
PRJ-0097,June,2026-06-15,100.0,93.83,513154.19,872542.79,59.54,2033-06-22,19.07
PRJ-0097,July,2026-07-15,100.0,97.42,532813.19,570757.37,4.36,2032-02-22,2.8
PRJ-0098,Feb,2026-02-15,16.54,18.92,1522.33,10503.58,30.54,2030-09-01,19.25
PRJ-0098,March,2026-03-15,33.08,41.87,3369.4,10376.99,28.96,2030-08-01,18.13
PRJ-0098,April,2026-04-15,49.62,48.92,3936.58,10196.41,26.72,2030-06-01,15.58
PRJ-0098,May,2026-05-15,66.16,66.03,5313.25,10193.26,26.68,2030-01-01,10.51
PRJ-0098,June,2026-06-15,82.7,82.1,6606.11,10963.56,36.25,2030-04-01,14.43
PRJ-0098,July,2026-07-15,99.24,98.53,7928.03,9465.9,17.64,2029-08-01,6.39
PRJ-0099,Feb,2026-02-15,1.91,2.89,13151.49,491545.18,8.18,2037-03-17,16.76
PRJ-0099,March,2026-03-15,2.0,0.0,0.0,493464.15,8.6,2037-01-17,15.13
PRJ-0099,April,2026-04-15,4.3,1.01,4571.98,505140.84,11.17,2037-01-17,15.24
PRJ-0099,May,2026-05-15,3.5,0.0,0.0,503720.78,10.86,2037-01-17,14.94
PRJ-0099,June,2026-06-15,3.79,3.15,14315.95,505424.38,11.24,2037-04-17,18.31
PRJ-0099,July,2026-07-15,4.65,1.35,6127.13,487094.41,7.2,2036-07-17,8.74
PRJ-0100,Feb,2026-02-15,24.39,22.9,103488.78,538587.69,19.19,2036-09-14,17.84
PRJ-0100,March,2026-03-15,48.77,45.5,205585.03,520012.68,15.08,2035-11-14,7.99
PRJ-0100,April,2026-04-15,73.16,76.17,344202.19,499242.0,10.49,2036-02-14,11.44
PRJ-0100,May,2026-05-15,97.54,94.48,426916.33,484527.91,7.23,2035-03-14,0.46
PRJ-0100,June,2026-06-15,100.0,92.94,419969.14,835444.45,84.89,2037-10-14,30.81
PRJ-0100,July,2026-07-15,100.0,100.0,451863.78,332729.86,-26.37,2035-03-14,0.0
PRJ-0101,Feb,2026-02-15,1.93,0.0,0.0,781973.0,42.96,2034-09-01,29.36
PRJ-0101,March,2026-03-15,3.85,3.97,21725.52,769712.05,40.72,2034-07-01,26.91
PRJ-0101,April,2026-04-15,5.78,3.21,17545.46,743355.03,35.9,2034-05-01,24.97
PRJ-0101,May,2026-05-15,7.71,5.27,28826.33,693463.26,26.78,2034-03-01,22.7
PRJ-0101,June,2026-06-15,9.63,6.81,37226.88,915934.89,67.45,2035-01-01,32.99
PRJ-0101,July,2026-07-15,11.56,14.49,79248.0,533327.94,-2.5,2032-12-01,7.74
PRJ-0102,Feb,2026-02-15,0.6,0.0,0.0,430537.47,28.92,2034-01-25,24.82
PRJ-0102,March,2026-03-15,1.2,0.0,0.0,424165.04,27.01,2033-10-25,21.92
PRJ-0102,April,2026-04-15,1.8,15.61,52135.51,409766.61,22.7,2033-08-25,20.3
PRJ-0102,May,2026-05-15,1.41,7.09,23683.34,395867.69,18.54,2033-03-25,14.64
PRJ-0102,June,2026-06-15,2.99,10.97,36634.73,666011.62,99.43,2035-10-25,46.21
PRJ-0102,July,2026-07-15,2.05,0.46,1544.79,261778.86,-21.61,2032-07-25,7.1
PRJ-0103,Feb,2026-02-15,2.96,7.17,6536.96,133287.06,46.22,2031-05-09,28.74
PRJ-0103,March,2026-03-15,5.92,0.61,557.7,128730.87,41.23,2031-03-09,26.78
PRJ-0103,April,2026-04-15,8.89,7.98,7276.75,128404.3,40.87,2031-02-09,25.85
PRJ-0103,May,2026-05-15,11.85,7.75,7064.37,127861.86,40.27,2030-12-09,24.49
PRJ-0103,June,2026-06-15,14.81,19.05,17369.04,148459.98,62.87,2031-09-09,33.44
PRJ-0103,July,2026-07-15,17.77,14.79,13477.68,121507.83,33.3,2030-07-09,19.38
PRJ-0104,Feb,2026-02-15,8.24,8.55,43893.48,779087.27,51.84,2037-05-10,26.32
PRJ-0104,March,2026-03-15,16.48,16.36,83941.34,770156.73,50.1,2037-07-10,28.33
PRJ-0104,April,2026-04-15,24.71,23.24,119258.48,737170.81,43.67,2037-02-10,22.86
PRJ-0104,May,2026-05-15,32.95,36.96,189660.44,732307.26,42.72,2037-04-10,24.64
PRJ-0104,June,2026-06-15,41.19,37.18,190746.28,838754.13,63.47,2037-11-10,31.83
PRJ-0104,July,2026-07-15,49.43,50.56,259420.18,552572.25,7.69,2035-08-10,5.48
PRJ-0105,Feb,2026-02-15,23.13,28.69,537819.16,2612181.0,39.33,2037-08-07,22.47
PRJ-0105,March,2026-03-15,46.25,49.81,933791.59,2468797.35,31.68,2037-06-07,19.78
PRJ-0105,April,2026-04-15,69.38,69.52,1303390.16,2368323.45,26.32,2036-11-07,13.49
PRJ-0105,May,2026-05-15,92.51,91.98,1724455.92,2334139.38,24.5,2036-07-07,9.23
PRJ-0105,June,2026-06-15,100.0,100.0,1874876.65,2944425.02,57.05,2037-07-07,20.92
PRJ-0105,July,2026-07-15,100.0,98.45,1845895.12,1760599.7,-6.1,2035-11-07,1.11
PRJ-0106,Feb,2026-02-15,0.47,6.1,36479.93,781429.17,30.7,2034-08-12,25.15
PRJ-0106,March,2026-03-15,1.04,1.85,11077.76,777585.08,30.05,2034-06-12,22.85
PRJ-0106,April,2026-04-15,1.55,4.12,24610.76,742412.28,24.17,2034-03-12,20.34
PRJ-0106,May,2026-05-15,2.07,0.0,0.0,711686.28,19.03,2033-12-12,16.91
PRJ-0106,June,2026-06-15,0.81,0.71,4223.04,1070830.24,79.1,2035-11-12,40.02
PRJ-0106,July,2026-07-15,3.11,0.6,3569.24,477303.55,-20.17,2033-02-12,7.5
PRJ-0107,Feb,2026-02-15,13.6,6.65,52951.64,1048297.25,31.63,2034-06-03,23.67
PRJ-0107,March,2026-03-15,27.2,25.72,204830.03,1030241.29,29.36,2034-02-03,19.6
PRJ-0107,April,2026-04-15,40.8,38.93,310029.1,998385.24,25.36,2033-12-03,17.72
PRJ-0107,May,2026-05-15,54.39,52.48,417984.42,963054.63,20.92,2033-05-03,11.2
PRJ-0107,June,2026-06-15,67.99,72.62,578387.75,1235833.6,55.18,2034-05-03,22.78
PRJ-0107,July,2026-07-15,81.59,77.26,615307.49,720931.38,-9.48,2032-06-03,0.0
PRJ-0108,Feb,2026-02-15,16.68,12.85,158066.84,1278021.45,3.88,2036-02-24,14.17
PRJ-0108,March,2026-03-15,33.36,36.56,449726.0,1233625.48,0.28,2035-07-24,7.17
PRJ-0108,April,2026-04-15,50.05,56.82,698973.51,1265591.31,2.87,2035-06-24,5.57
PRJ-0108,May,2026-05-15,66.73,66.21,814511.19,1249968.63,1.6,2035-05-24,5.38
PRJ-0108,June,2026-06-15,83.41,77.12,948711.25,1584022.58,28.76,2035-10-24,10.32
PRJ-0108,July,2026-07-15,100.0,100.0,1230232.73,1125809.36,-8.49,2034-12-24,0.0
PRJ-0109,Feb,2026-02-15,15.05,12.16,2619.19,25425.44,18.09,2032-05-02,15.34
PRJ-0109,March,2026-03-15,30.11,30.11,6482.85,24750.99,14.96,2032-04-02,14.14
PRJ-0109,April,2026-04-15,45.16,46.51,10013.51,25240.73,17.23,2031-10-02,7.86
PRJ-0109,May,2026-05-15,60.22,60.37,12997.85,24365.51,13.17,2031-11-02,9.47
PRJ-0109,June,2026-06-15,75.27,75.16,16181.83,28565.11,32.67,2032-04-02,14.3
PRJ-0109,July,2026-07-15,90.33,88.16,18980.98,22346.46,3.79,2031-03-02,0.59
PRJ-0110,Feb,2026-02-15,9.25,7.48,13035.31,219358.24,25.8,2031-08-21,22.01
PRJ-0110,March,2026-03-15,18.49,20.76,36207.67,219477.64,25.87,2031-01-21,15.29
PRJ-0110,April,2026-04-15,27.74,22.97,40051.29,209647.69,20.23,2031-05-21,18.81
PRJ-0110,May,2026-05-15,36.98,39.29,68512.96,202814.78,16.31,2030-10-21,11.56
PRJ-0110,June,2026-06-15,46.23,44.34,77322.99,273149.36,56.65,2031-12-21,26.34
PRJ-0110,July,2026-07-15,55.47,47.32,82509.99,145058.98,-16.81,2029-12-21,1.7
PRJ-0111,Feb,2026-02-15,9.35,10.98,68670.53,804609.56,28.69,2030-09-19,21.96
PRJ-0111,March,2026-03-15,18.71,14.12,88269.35,805674.57,28.86,2030-07-19,20.03
PRJ-0111,April,2026-04-15,28.06,23.96,149775.87,773413.35,23.7,2030-02-19,15.43
PRJ-0111,May,2026-05-15,37.42,35.97,224885.96,785049.53,25.56,2030-03-19,15.56
PRJ-0111,June,2026-06-15,46.77,48.18,301257.85,1001037.88,60.11,2031-03-19,28.1
PRJ-0111,July,2026-07-15,56.13,53.74,336017.09,591082.89,-5.46,2028-11-19,0.0
PRJ-0112,Feb,2026-02-15,10.98,8.62,140298.12,1905628.38,17.11,2032-08-04,14.4
PRJ-0112,March,2026-03-15,21.96,25.47,414383.83,1961164.66,20.52,2032-06-04,12.14
PRJ-0112,April,2026-04-15,32.94,32.41,527466.43,1856420.99,14.08,2032-06-04,12.03
PRJ-0112,May,2026-05-15,43.93,51.7,841359.43,1836613.98,12.87,2032-06-04,11.86
PRJ-0112,June,2026-06-15,54.91,52.14,848424.67,2429601.66,49.31,2033-06-04,24.11
PRJ-0112,July,2026-07-15,65.89,64.75,1053718.81,1510411.56,-7.18,2031-09-04,2.8
PRJ-0113,Feb,2026-02-15,4.09,0.0,0.0,1510299.09,52.06,2037-06-10,30.23
PRJ-0113,March,2026-03-15,8.17,6.31,62707.44,1487239.07,49.74,2037-02-10,26.4
PRJ-0113,April,2026-04-15,12.26,12.06,119810.18,1426151.68,43.59,2037-01-10,24.86
PRJ-0113,May,2026-05-15,16.34,22.53,223777.79,1401749.25,41.13,2036-12-10,24.27
PRJ-0113,June,2026-06-15,20.43,18.3,181708.9,1650829.29,66.21,2037-09-10,33.21
PRJ-0113,July,2026-07-15,24.51,17.72,176029.67,1185172.52,19.33,2036-07-10,18.68
PRJ-0114,Feb,2026-02-15,5.08,6.33,63879.08,1232267.5,22.07,2031-09-01,19.85
PRJ-0114,March,2026-03-15,10.17,14.79,149300.52,1224953.5,21.35,2031-09-01,19.78
PRJ-0114,April,2026-04-15,15.25,12.46,125825.47,1173424.51,16.25,2031-03-01,13.85
PRJ-0114,May,2026-05-15,20.33,21.01,212110.96,1197637.61,18.64,2031-02-01,13.3
PRJ-0114,June,2026-06-15,25.41,19.44,196196.86,1292958.06,28.09,2031-08-01,18.67
PRJ-0114,July,2026-07-15,30.5,32.61,329183.45,1077139.59,6.71,2030-12-01,11.44
PRJ-0115,Feb,2026-02-15,1.03,2.72,2392.36,121445.08,38.18,2036-06-12,25.28
PRJ-0115,March,2026-03-15,2.05,2.08,1825.47,126529.24,43.97,2036-07-12,25.6
PRJ-0115,April,2026-04-15,3.08,0.0,0.0,125925.25,43.28,2036-09-12,27.59
PRJ-0115,May,2026-05-15,2.02,11.89,10454.13,128141.19,45.8,2036-08-12,26.54
PRJ-0115,June,2026-06-15,5.13,2.82,2480.4,128139.67,45.8,2036-09-12,27.84
PRJ-0115,July,2026-07-15,2.27,2.06,1807.48,127561.94,45.14,2036-11-12,29.7
PRJ-0116,Feb,2026-02-15,6.9,3.63,34440.97,1155293.11,21.8,2034-01-06,19.4
PRJ-0116,March,2026-03-15,13.8,20.94,198623.6,1088045.41,14.71,2033-11-06,17.27
PRJ-0116,April,2026-04-15,20.7,22.75,215763.2,1066995.86,12.49,2033-08-06,14.4
PRJ-0116,May,2026-05-15,27.6,30.63,290518.56,1040709.42,9.72,2033-07-06,12.87
PRJ-0116,June,2026-06-15,34.5,34.33,325601.66,1304217.36,37.5,2034-04-06,21.85
PRJ-0116,July,2026-07-15,41.39,41.63,394872.53,882457.79,-6.96,2032-09-06,3.31
PRJ-0117,Feb,2026-02-15,11.1,8.16,91501.21,1569605.53,40.03,2037-09-11,22.74
PRJ-0117,March,2026-03-15,22.21,16.72,187372.76,1555449.21,38.77,2037-08-11,21.95
PRJ-0117,April,2026-04-15,33.31,34.27,384179.85,1415760.95,26.31,2037-02-11,16.21
PRJ-0117,May,2026-05-15,44.42,48.76,546540.82,1384790.25,23.55,2036-10-11,12.3
PRJ-0117,June,2026-06-15,55.52,52.72,590902.93,1878022.31,67.55,2038-06-11,32.18
PRJ-0117,July,2026-07-15,66.63,62.59,701605.07,1048678.86,-6.44,2035-10-11,0.0
PRJ-0118,Feb,2026-02-15,2.22,6.04,95745.99,1718209.07,8.36,2033-11-11,16.28
PRJ-0118,March,2026-03-15,4.44,3.28,52073.26,1707241.99,7.67,2033-06-11,10.67
PRJ-0118,April,2026-04-15,6.66,7.93,125787.72,1680488.51,5.98,2033-08-11,13.02
PRJ-0118,May,2026-05-15,8.88,13.04,206709.14,1703703.32,7.45,2033-06-11,11.17
PRJ-0118,June,2026-06-15,11.1,11.85,187961.92,1877221.84,18.39,2033-11-11,15.7
PRJ-0118,July,2026-07-15,13.32,16.95,268818.73,1622156.94,2.3,2033-07-11,11.79
PRJ-0119,Feb,2026-02-15,0.62,2.88,35708.08,1484926.63,19.92,2030-08-03,18.94
PRJ-0119,March,2026-03-15,1.25,6.22,77033.63,1435350.85,15.91,2030-07-03,17.69
PRJ-0119,April,2026-04-15,1.87,5.85,72492.6,1448353.99,16.96,2030-05-03,16.36
PRJ-0119,May,2026-05-15,1.72,3.15,39056.35,1449525.64,17.06,2030-10-03,21.33
PRJ-0119,June,2026-06-15,2.48,3.92,48527.51,1918198.16,54.91,2031-09-03,31.84
PRJ-0119,July,2026-07-15,3.71,0.0,0.0,1152548.25,-6.93,2029-11-03,10.42
PRJ-0120,Feb,2026-02-15,8.09,8.8,49693.18,745836.14,32.15,2033-11-24,23.57
PRJ-0120,March,2026-03-15,16.18,15.77,88993.13,759195.92,34.51,2033-12-24,25.42
PRJ-0120,April,2026-04-15,24.27,26.02,146844.49,742478.5,31.55,2033-09-24,22.22
PRJ-0120,May,2026-05-15,32.36,28.76,162344.66,718540.97,27.31,2032-12-24,12.8
PRJ-0120,June,2026-06-15,40.45,43.49,245451.74,903235.59,60.04,2034-02-24,27.45
PRJ-0120,July,2026-07-15,48.53,49.13,277284.95,597372.49,5.84,2032-10-24,10.8
PRJ-0121,Feb,2026-02-15,44.14,42.31,155000.44,479117.61,30.77,2037-08-24,19.17
PRJ-0121,March,2026-03-15,88.28,89.24,326955.32,486051.5,32.66,2037-01-24,12.25
PRJ-0121,April,2026-04-15,100.0,100.0,366380.43,470240.23,28.35,2036-10-24,9.2
PRJ-0121,May,2026-05-15,100.0,100.0,366380.43,452981.61,23.64,2037-01-24,12.05
PRJ-0121,June,2026-06-15,100.0,100.0,366380.43,537402.33,46.68,2037-05-24,16.23
PRJ-0121,July,2026-07-15,100.0,99.54,364685.22,379040.9,3.46,2036-03-24,1.59
PRJ-0122,Feb,2026-02-15,10.51,8.82,11002.45,196391.47,57.41,2031-10-27,29.5
PRJ-0122,March,2026-03-15,21.02,27.65,34502.46,186656.17,49.61,2031-01-27,21.22
PRJ-0122,April,2026-04-15,31.53,42.45,52966.1,180093.64,44.35,2031-05-27,24.92
PRJ-0122,May,2026-05-15,42.04,41.87,52238.23,174906.32,40.19,2031-01-27,21.16
PRJ-0122,June,2026-06-15,52.55,59.91,74739.34,196986.89,57.89,2031-07-27,26.73
PRJ-0122,July,2026-07-15,63.06,66.2,82599.09,136934.15,9.76,2029-10-27,6.45
PRJ-0123,Feb,2026-02-15,10.53,5.74,18384.61,424780.35,32.52,2032-03-18,15.83
PRJ-0123,March,2026-03-15,21.07,19.18,61475.25,404650.13,26.24,2032-04-18,17.45
PRJ-0123,April,2026-04-15,31.6,29.15,93421.25,397339.18,23.96,2032-05-18,18.36
PRJ-0123,May,2026-05-15,42.13,41.96,134507.85,373129.81,16.41,2031-10-18,11.02
PRJ-0123,June,2026-06-15,52.67,49.61,159003.26,556289.81,73.55,2033-07-18,31.76
PRJ-0123,July,2026-07-15,63.2,59.42,190463.98,231861.25,-27.66,2030-11-18,0.0
PRJ-0124,Feb,2026-02-15,6.76,4.27,606.2,17841.94,25.75,2035-12-09,18.31
PRJ-0124,March,2026-03-15,13.51,12.08,1713.79,17268.55,21.7,2036-01-09,19.11
PRJ-0124,April,2026-04-15,20.27,30.35,4306.63,17220.79,21.37,2036-01-09,18.82
PRJ-0124,May,2026-05-15,27.03,30.21,4285.99,17362.59,22.37,2036-02-09,20.29
PRJ-0124,June,2026-06-15,33.78,23.54,3339.94,20558.72,44.89,2036-05-09,22.77
PRJ-0124,July,2026-07-15,40.54,41.14,5837.96,15032.59,5.95,2035-04-09,9.77
PRJ-0125,Feb,2026-02-15,1.43,1.83,15064.7,961344.64,17.05,2034-08-25,16.55
PRJ-0125,March,2026-03-15,2.86,0.26,2175.3,935915.62,13.96,2034-06-25,15.12
PRJ-0125,April,2026-04-15,4.29,0.0,0.0,929652.34,13.19,2034-07-25,15.71
PRJ-0125,May,2026-05-15,5.72,10.15,83371.48,940944.66,14.57,2034-08-25,17.0
PRJ-0125,June,2026-06-15,7.15,4.18,34337.18,1049925.27,27.84,2034-12-25,20.64
PRJ-0125,July,2026-07-15,8.58,11.45,94027.67,903147.83,9.97,2034-05-25,14.27
PRJ-0126,Feb,2026-02-15,6.36,9.26,74916.7,963730.92,19.1,2030-03-23,19.07
PRJ-0126,March,2026-03-15,12.71,11.32,91596.14,969165.58,19.77,2029-12-23,15.78
PRJ-0126,April,2026-04-15,19.07,20.78,168121.85,966693.32,19.46,2029-11-23,15.4
PRJ-0126,May,2026-05-15,25.43,21.9,177181.86,966706.41,19.47,2029-11-23,14.59
PRJ-0126,June,2026-06-15,31.78,35.26,285311.9,1099989.76,35.94,2030-04-23,20.05
PRJ-0126,July,2026-07-15,38.14,38.76,313647.67,874027.5,8.01,2029-01-23,4.74
PRJ-0127,Feb,2026-02-15,19.33,15.1,8407.1,88083.9,58.2,2035-10-12,30.7
PRJ-0127,March,2026-03-15,38.66,38.04,21177.62,86361.91,55.11,2035-05-12,26.07
PRJ-0127,April,2026-04-15,57.99,49.03,27297.53,86789.24,55.88,2035-03-12,23.82
PRJ-0127,May,2026-05-15,77.32,74.2,41310.7,83205.98,49.44,2035-01-12,21.83
PRJ-0127,June,2026-06-15,96.65,96.46,53706.61,106749.97,91.73,2035-11-12,31.97
PRJ-0127,July,2026-07-15,100.0,99.58,55443.82,69814.56,25.39,2033-12-12,8.73
PRJ-0128,Feb,2026-02-15,10.0,13.46,58389.29,534299.95,23.2,2035-07-03,19.42
PRJ-0128,March,2026-03-15,20.0,14.28,61921.27,546477.13,26.01,2035-10-03,22.27
PRJ-0128,April,2026-04-15,29.99,30.67,132996.77,532665.58,22.82,2035-06-03,18.1
PRJ-0128,May,2026-05-15,39.99,37.81,163961.21,522188.59,20.41,2035-03-03,14.7
PRJ-0128,June,2026-06-15,49.99,51.19,222021.8,610805.61,40.84,2035-12-03,23.51
PRJ-0128,July,2026-07-15,59.99,61.46,266541.7,483336.74,11.45,2034-07-03,6.83
PRJ-0129,Feb,2026-02-15,4.65,7.26,77903.53,1177674.9,9.8,2033-01-03,14.4
PRJ-0129,March,2026-03-15,9.3,5.9,63228.18,1176910.73,9.73,2032-11-03,11.68
PRJ-0129,April,2026-04-15,13.94,14.07,150897.98,1142799.63,6.55,2032-11-03,11.92
PRJ-0129,May,2026-05-15,18.59,15.19,162916.16,1151065.41,7.32,2032-12-03,12.96
PRJ-0129,June,2026-06-15,23.24,17.01,182453.51,1393001.33,29.88,2033-04-03,17.03
PRJ-0129,July,2026-07-15,27.89,35.81,384084.76,933635.8,-12.95,2032-04-03,5.28
PRJ-0130,Feb,2026-02-15,23.55,24.95,108938.16,492672.26,12.82,2034-10-09,15.35
PRJ-0130,March,2026-03-15,47.09,45.39,198198.78,487636.96,11.67,2034-05-09,10.48
PRJ-0130,April,2026-04-15,70.64,70.58,308211.89,482141.49,10.41,2034-04-09,9.11
PRJ-0130,May,2026-05-15,94.18,88.87,388079.02,462116.31,5.82,2034-02-09,6.69
PRJ-0130,June,2026-06-15,100.0,97.73,426763.04,519859.07,19.04,2034-02-09,6.53
PRJ-0130,July,2026-07-15,100.0,98.45,429937.94,401354.47,-8.09,2033-07-09,0.0
PRJ-0131,Feb,2026-02-15,9.14,3.63,10818.69,343901.18,15.43,2036-07-11,15.36
PRJ-0131,March,2026-03-15,18.29,24.17,71999.5,331282.7,11.19,2036-05-11,12.55
PRJ-0131,April,2026-04-15,27.43,24.83,73974.96,331106.55,11.13,2036-04-11,11.7
PRJ-0131,May,2026-05-15,36.57,41.71,124268.5,315411.06,5.87,2035-10-11,5.88
PRJ-0131,June,2026-06-15,45.72,37.93,113003.64,413533.42,38.8,2036-10-11,17.92
PRJ-0131,July,2026-07-15,54.86,48.4,144212.14,250268.3,-16.0,2035-04-11,0.0
PRJ-0132,Feb,2026-02-15,18.67,12.52,11375.73,163235.9,79.7,2038-08-26,35.38
PRJ-0132,March,2026-03-15,37.34,40.81,37068.52,159369.89,75.45,2038-09-26,35.73
PRJ-0132,April,2026-04-15,56.0,53.05,48191.19,155114.54,70.76,2038-03-26,30.1
PRJ-0132,May,2026-05-15,74.67,73.87,67097.08,148644.0,63.64,2038-02-26,29.39
PRJ-0132,June,2026-06-15,93.34,92.4,83932.43,222305.65,144.73,2040-03-26,53.88
PRJ-0132,July,2026-07-15,100.0,97.43,88497.23,108917.39,19.91,2036-03-26,5.91
PRJ-0133,Feb,2026-02-15,8.49,8.84,89765.6,1330990.8,31.02,2034-04-10,20.04
PRJ-0133,March,2026-03-15,16.98,25.59,260005.98,1261449.0,24.17,2034-03-10,18.61
PRJ-0133,April,2026-04-15,25.47,26.19,266078.66,1204138.87,18.53,2033-09-10,12.73
PRJ-0133,May,2026-05-15,33.96,29.8,302695.37,1159226.82,14.11,2033-08-10,11.98
PRJ-0133,June,2026-06-15,42.45,44.77,454754.35,1687347.16,66.1,2035-03-10,31.09
PRJ-0133,July,2026-07-15,50.94,48.78,495505.47,781890.08,-23.03,2032-08-10,0.0
PRJ-0134,Feb,2026-02-15,13.47,12.78,21083.88,200089.19,21.3,2033-02-14,20.2
PRJ-0134,March,2026-03-15,26.94,21.07,34754.33,190545.11,15.51,2032-06-14,11.99
PRJ-0134,April,2026-04-15,40.41,36.99,61013.08,179827.23,9.01,2032-04-14,10.13
PRJ-0134,May,2026-05-15,53.87,58.9,97153.47,170172.53,3.16,2032-01-14,7.26
PRJ-0134,June,2026-06-15,67.34,59.01,97349.94,228654.53,38.61,2032-12-14,17.57
PRJ-0134,July,2026-07-15,80.81,81.54,134514.24,116869.03,-29.15,2031-06-14,0.0
PRJ-0135,Feb,2026-02-15,13.96,15.96,42587.48,304420.39,14.09,2032-12-04,15.97
PRJ-0135,March,2026-03-15,27.92,32.7,87265.72,299541.88,12.26,2032-09-04,13.15
PRJ-0135,April,2026-04-15,41.88,41.67,111189.73,293531.29,10.01,2032-07-04,11.04
PRJ-0135,May,2026-05-15,55.83,54.48,145381.67,300919.85,12.78,2032-07-04,11.43
PRJ-0135,June,2026-06-15,69.79,64.53,172193.66,388390.14,45.56,2033-01-04,16.74
PRJ-0135,July,2026-07-15,83.75,88.54,236240.46,245412.45,-8.03,2031-08-04,0.0
PRJ-0136,Feb,2026-02-15,27.52,25.98,124533.47,545529.83,13.81,2034-05-23,12.19
PRJ-0136,March,2026-03-15,55.05,48.36,231822.21,543056.43,13.29,2034-04-23,11.45
PRJ-0136,April,2026-04-15,82.57,84.05,402900.62,533037.84,11.2,2033-10-23,4.97
PRJ-0136,May,2026-05-15,100.0,96.97,464836.49,536898.11,12.01,2033-09-23,3.88
PRJ-0136,June,2026-06-15,100.0,100.0,479349.46,671274.57,40.04,2034-08-23,14.72
PRJ-0136,July,2026-07-15,100.0,100.0,479349.46,485425.2,1.27,2033-08-23,2.7
PRJ-0137,Feb,2026-02-15,36.53,36.85,196069.5,643109.27,20.87,2030-08-26,10.67
PRJ-0137,March,2026-03-15,73.06,69.44,369488.05,614640.74,15.52,2030-04-26,7.34
PRJ-0137,April,2026-04-15,100.0,100.0,532084.9,596093.15,12.03,2029-12-26,3.23
PRJ-0137,May,2026-05-15,100.0,100.0,532084.9,571599.32,7.43,2029-11-26,1.78
PRJ-0137,June,2026-06-15,100.0,98.67,525006.83,689163.5,29.52,2030-08-26,11.01
